input,gold_hard,llm_soft,llm_hard
"one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch . 
",negative,"[{' negative': -2.0696069e-05, ' positive': -10.78246, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.599762, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion . 
",negative,"[{' negative': 0.0, ' positive': -17.107466, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"obstacles are too easily overcome and there isn't much in the way of character development in the script . 
",negative,"[{' negative': 0.0, ' positive': -18.753014, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"admirable , certainly , but not much fun to watch . for caine lovers only . 
",negative,"[{' negative': -0.00027661366, ' positive': -8.192704, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film . 
",positive,"[{' positive': 0.0, ' negative': -17.873276, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.912949, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"might best be enjoyed as a daytime soaper . 
",negative,"[{' negative': -0.4998249, ' positive': -0.93302184, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a movie that tries to fuse the two 'woods' but winds up a bolly-holly masala mess . 
",negative,"[{' negative': 0.0, ' positive': -17.796898, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie . 
",negative,"[{' negative': -0.0062772376, ' positive': -5.0739574, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability . 
",negative,"[{' negative': -0.0022290912, ' positive': -6.1072397, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck . 
",negative,"[{' negative': 0.0, ' positive': -18.627905, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor . 
",negative,"[{' negative': 0.0, ' positive': -18.709969, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the next big thing's not-so-big ( and not-so-hot ) directorial debut . 
",negative,"[{' negative': 0.0, ' positive': -19.700216, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm . 
",positive,"[{' positive': 0.0, ' negative': -17.038818, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth . 
",positive,"[{' positive': 0.0, ' negative': -17.912077, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard . 
",negative,"[{' negative': -6.827632e-08, ' positive': -15.7677765, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . the efforts of its star , kline , to lend some dignity to a dumb story are for naught . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.416039, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"toward the end sum of all fears morphs into a mundane '70s disaster flick . 
",negative,"[{' negative': 0.0, ' positive': -18.723999, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . 
",negative,"[{' negative': -3.076318e-07, ' positive': -14.848671, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"what's most memorable about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with considerable aplomb . 
",positive,"[{' positive': 0.0, ' negative': -17.005463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . 
",positive,"[{' positive': 0.0, ' negative': -17.565939, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted needn't waste their time on it . 
",negative,"[{' negative': -0.42289382, ' positive': -1.0646404, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[seems] even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels . 
",negative,"[{' negative': 0.0, ' positive': -16.90767, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"each punch seen through prison bars , the fights become not so much a struggle of man vs . man as brother-man vs . the man . 
",positive,"[{' positive': -0.00023106657, ' negative': -8.3727665, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the performances of the children , untrained in acting , have an honesty and dignity that breaks your heart . 
",positive,"[{' positive': -6.6619094e-07, ' negative': -14.181, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"with all the sympathy , empathy and pity fogging up the screen . . . his secret life enters the land of unintentional melodrama and tiresome love triangles . 
",negative,"[{' negative': 0.0, ' positive': -18.174652, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests . 
",positive,"[{' positive': 0.0, ' negative': -18.005402, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"about the best thing you could say about narc is that it's a rock-solid little genre picture . whether you like it or not is basically a matter of taste . 
",positive,"[{' positive': -8.7733215e-06, ' negative': -11.64344, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the early and middle passages are surprising in how much they engage and even touch us . this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . it's sort of in-between , and it works . 
",positive,"[{' positive': 0.0, ' negative': -18.31546, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot . 
",negative,"[{' negative': 0.0, ' positive': -18.950409, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . once the true impact of the day unfolds , the power of this movie is undeniable . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.136688, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"'yes , that's right : it's forrest gump , angel of death . '
",negative,"[{' negative': -0.16794209, ' positive': -1.8669318, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more . 
",negative,"[{' negative': 0.0, ' positive': -19.460152, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . 
",positive,"[{' positive': 0.0, ' negative': -17.682775, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"girls gone wild and gone civil again
",positive,"[{' positive': -0.025743833, ' negative': -3.6724033, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints . 
",positive,"[{' positive': -2.3360508e-06, ' negative': -12.962, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one . 
",positive,"[{' positive': -4.277735e-07, ' negative': -14.687698, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's hard to believe that a relationship like holly and marina's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.198814, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating . 
",positive,"[{' positive': 0.0, ' negative': -16.766792, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"fans of behan's work and of irish movies in general will be rewarded by borstal boy . 
",positive,"[{' positive': 0.0, ' negative': -17.725899, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before . 
",positive,"[{' positive': 0.0, ' negative': -16.867348, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"trapped won't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness . 
",positive,"[{' positive': -1.0561456e-05, ' negative': -11.449152, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"seldahl's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.54335, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn . 
",negative,"[{' negative': 0.0, ' positive': -17.845037, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there's no getting around the fact that this is revenge of the nerds revisited -- again . 
",negative,"[{' negative': -2.0966954e-06, ' positive': -13.07161, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.204674, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
