input,gold_hard,llm_soft,llm_hard
"initially these phones were fun to play with some of the cool features like the speaker phone , web browser and of course the built in camera .",positive,"[{'positive': 0.0, 'negative': -17.752098, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"although the nokia 6610 is a little short on the features department , it is an outstanding piece of hardware for doing what it was primarily meant to do : to be a wireless telephone .",positive,"[{'positive': -6.827632e-08, 'negative': -16.096977, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
first thing i noticed was that the creative wasn 't well made .,negative,"[{'negative': -6.827632e-08, 'positive': -15.576561, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
mixed bag i guess but the price was right .,positive,"[{'positive': -2.4866502e-05, 'negative': -10.598421, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it 's so small .,positive,"[{'negative': -6.827632e-08, 'positive': -16.319832, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"for example , i tried playing my new "" pirates of the caribbean "" extra features dvd , but this dvd player can not read it .",negative,"[{'negative': -6.827632e-08, 'positive': -16.342667, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this thing seriously is a good player though .,positive,"[{'positive': 0.0, 'negative': -18.135923, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the champ works great .,positive,"[{'positive': 0.0, 'negative': -18.338066, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the battery life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen .,positive,"[{'positive': 0.0, 'negative': -17.600195, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"second , it is incredibly easy to use .",positive,"[{'positive': 0.0, 'negative': -17.265486, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it would spin , read , spin some more and then show on the display that there was no disc .",negative,"[{'negative': -6.827632e-08, 'positive': -15.710388, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it 's slightly lighter than the g2 and packed with even more features .,positive,"[{'positive': 0.0, 'negative': -16.981361, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"now in october , 2004 , the firewall said i couldn 't ok anymore software to use the internet because its full .",negative,"[{'negative': -5.460492e-07, 'positive': -14.257323, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"by focusing exclusively on quality rather than excessive marketing , they have introduced a player that can look the ipod straight in the eye and not flinch .",positive,"[{'positive': 0.0, 'negative': -17.384148, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i 'm staying with sprint , and though i fear that their csr is n 't nearly as good as t-mobile 's , the clarity of their reception is exceptional .",positive,"[{'positive': -6.827632e-08, 'negative': -15.924355, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i love it ! . ! .,positive,"[{'positive': 0.0, 'negative': -16.754385, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"finally , compare the ipod to other players on a cost/gb , and also consider ease of use .",positive,"[{'positive': -8.7733215e-06, 'negative': -11.64048, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this is a benefit for many reasons ; . one being just for appearance , your pants wo n 't be bulging with this phone in your pocket .",positive,"[{'positive': -1.8841804e-07, 'negative': -15.090576, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i 'm very pleased with my zx so here 's a quick review .,positive,"[{'positive': 0.0, 'negative': -17.708443, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i have never had this problem with any other software on my computer .,negative,"[{'positive': -1.7400124e-06, 'negative': -13.213694, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
looks and durability : i realize many people are fond of the minimalist white interface .,negative,"[{'positive': 0.0, 'negative': -17.205177, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it is quiet and has plenty of power .,positive,"[{'positive': 0.0, 'negative': -17.886635, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
itunes can be downloaded from the enclosed cd or for free from the apple site .,positive,"[{'positive': -6.827632e-08, 'negative': -16.325134, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the battery life is not that of the casio 's but its good and your going to get better pictures in my opinion with the battery life you've got .,positive,"[{'positive': 0.0, 'negative': -16.92173, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
* main dial is not backlit .,negative,"[{'negative': -6.6619094e-07, 'positive': -14.092133, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"respectable , solid , but not awe-inspiring .",negative,"[{'negative': -0.36060908, 'positive': -1.1948528, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"unlike some of the other people who received a "" lemon "" , my dvd player came in perfect working condition .",positive,"[{'positive': -6.827632e-08, 'negative': -16.291336, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"however , there is a more detailed pdf manual on the cd ( and online ) that should answer any questions about the operational features of the zen micro .",positive,"[{'positive': -6.827632e-08, 'negative': -15.674576, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"huge storage space - even at 320kbs , you can store a ton of songs on this thing .",positive,"[{'positive': 0.0, 'negative': -17.47859, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"iriver has a better fm receiver built in , but the drawback to iriver products is they are flimsy and poorly constructed .",negative,"[{'negative': -1.5006569e-06, 'positive': -13.348077, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"software definitely sucks , hangs up my notebook about half the time , but i do n 't mind buying notmad .",negative,"[{'negative': -0.031808235, 'positive': -3.4638913, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
apex does n 't answer the phone .,negative,"[{'negative': -3.076318e-07, 'positive': -14.907463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"apparently , t-mobile is heavily back-logged and can 't keep up with demands .",negative,"[{'negative': -6.827632e-08, 'positive': -15.693244, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the player has firmware , which will remove the glitches , if there are any .",positive,"[{'positive': -6.827632e-08, 'negative': -16.302727, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the software is quick & easy to use & i found the entire process very easily mastered .,positive,"[{'positive': 0.0, 'negative': -18.152855, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i still have my s70 because i like the wider lens sometimes , but in general , if you are looking for a small camera with the whole package , the sd500 is the only one you should buy .",positive,"[{'positive': 0.0, 'negative': -17.156363, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it seemed as if we were emoting the pail everyday and it was in no way odorless .,negative,"[{'negative': -6.6619094e-07, 'positive': -14.195366, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the zen xtra will transfer the files to the player , but not the folder name .",negative,"[{'negative': -9.370307e-06, 'positive': -11.569314, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"their network coverage is very sporadic , and the network always seems overloaded , resulting in very unpleasant calling experience .",negative,"[{'negative': -6.827632e-08, 'positive': -16.488525, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
even during the firmware updates my roommates did not loose wireless connectivity .,positive,"[{'positive': 0.0, 'negative': -16.767372, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
what this plug-in reveals is the truly stunning quality of the raw g3 hardware .,positive,"[{'positive': 0.0, 'negative': -18.089867, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"second might be a problem i might have with my pc but not too sure , when the player is connected on the usb and i start playing on it and also using the windows explorer , it sometimes pauses by itself and tries to synchronize with the pc during play , which is a bit irritating .",negative,"[{'negative': -1.0561456e-05, 'positive': -11.456475, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i 've always liked symantec products , except for this version 2004 .",negative,"[{'negative': -1.9028084e-05, 'positive': -10.866809, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
what makes the focus-lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8 .,positive,"[{'positive': 0.0, 'negative': -16.986595, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the system is terrific in size and design , imo looking better than the ipods .",positive,"[{'positive': 0.0, 'negative': -18.119972, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the price / performance looked just right .,positive,"[{'positive': 0.0, 'negative': -17.754667, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i click pictures in jog format and because the phone has a bluetooth device i find it extremely easy to transfer pics to my pc and forth .,positive,"[{'positive': 0.0, 'negative': -17.606972, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the player has its minor glitches like for example when i turn it on , 60 percent of the time , it sis , shutting down , which means i have to turn off , and turn it on again , which is not to my likings .",negative,"[{'negative': -3.076318e-07, 'positive': -14.841949, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"if your looking for a great sounding mini player , you can 't go wrong with the zen micro .",positive,"[{'positive': 0.0, 'negative': -17.76355, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
this makes no sense and sort of defeats the purpose of audio bookmarks . . .,negative,"[{'negative': 0.0, 'positive': -17.7594, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"when i opened the box , i was shocked by the size of this thing . . . it 's tiny ! .",positive,"[{'negative': -6.827632e-08, 'positive': -15.663063, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
best electronic i 've bought since i was born .,positive,"[{'positive': 0.0, 'negative': -17.723335, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
also love waking up to music with attached speakers .,positive,"[{'positive': 0.0, 'negative': -17.36361, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
my music demands are pretty intense and this handles those demands without problems .,positive,"[{'positive': 0.0, 'negative': -17.223991, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"this is my second creative labs mp3 player , and it is definitely a fine product .",positive,"[{'positive': 0.0, 'negative': -18.08944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"whether you are using disposable or cloth diapers , this is the truly the only diaper pail to get ! .",positive,"[{'positive': 0.0, 'negative': -16.916876, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
